country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,94,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,91,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,91,Total,Units,%,Estimated value,Free,,Total
Slovenia,SI,SVN,705,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,92,Total,Units,%,Estimated value,Free,,Total
Solomon Islands,SB,SLB,90,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,54,Total,Units,%,Estimated value,Free,,Total
Solomon Islands,SB,SLB,90,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,54,Total,Units,%,Estimated value,Free,,Total
Solomon Islands,SB,SLB,90,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,51,Total,Units,%,Estimated value,Free,,Total
Solomon Islands,SB,SLB,90,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,40,Total,Units,%,Estimated value,Free,,Total
Solomon Islands,SB,SLB,90,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,90,Total,Units,%,Estimated value,Free,,Total
Somalia,SO,SOM,706,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,4,Total,Units,%,Estimated value,Free,,Total
Somalia,SO,SOM,706,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,8,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2000,62,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2001,54,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2002,46,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2003,52,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,51,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,48,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,53,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,49,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,54,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,63,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,55,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,54,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,53,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,50,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,55,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,59,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,69,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,78,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,75,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,79,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,76,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,82,Total,Units,%,Estimated value,Free,,Total
South Africa,ZA,ZAF,710,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2022,87,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2004,91,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2005,92,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2006,94,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2007,95,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2008,94,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2009,90,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2010,92,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2011,91,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2012,90,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2013,91,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2014,93,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2015,94,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2016,95,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2017,93,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2018,94,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2019,94,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2020,94,Total,Units,%,Estimated value,Free,,Total
Spain,ES,ESP,724,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",2021,91,Total,Units,%,Estimated value,Free,,Total
